Name of Clinic,Address,Email,Phone,Services
My FootDr,,,,"Services &#038; Advice, Our Services, Bracenfix™ - Ingrown Toenail Treatment, Surgical Podiatry, Supramalleolar Orthotics (SMOs), Clinical Podiatry, Health Funds, Custom Foot Orthotics, Video Gait Analysis, Fungal Nail Infection Laser Treatment, Diabetes and Footcare, Custom Footwear, National Disability Insurance Scheme (NDIS), CAM Walker (Moon Boot), Cam Walker - (Moon Boot), Seniors Footcare, Custom Cricket Shoes, Cosmetic Nail Restoration, Shockwave Therapy, Footwear, Cobra9 Cycling Orthotics, Paraffin Wax Bath Treatment, Cryotherapy For Plantar Warts, SWIFT Microwave Wart Therapy, Resources, Ankle-Foot Orthoses, Richie Brace, Altra, Archies, OST1st Running Socks, Propet, ECCO, Ziera, Saucony, Revere, Anodyne, Birkenstock"
My FootDr Allsports Podiatry Aspley,"2/1370 Gympie Road, Aspley, QLD, 4034",aspley@allsportspodiatry.com.au,07 3378 0135,"Services &#038; Advice, Our Services, Bracenfix™ - Ingrown Toenail Treatment, Surgical Podiatry, Supramalleolar Orthotics (SMOs), Clinical Podiatry, Health Funds, Custom Foot Orthotics, Video Gait Analysis, Fungal Nail Infection Laser Treatment, Diabetes and Footcare, Custom Footwear, National Disability Insurance Scheme (NDIS), CAM Walker (Moon Boot), Cam Walker - (Moon Boot), Seniors Footcare, Custom Cricket Shoes, Cosmetic Nail Restoration, Shockwave Therapy, Footwear, Cobra9 Cycling Orthotics, Paraffin Wax Bath Treatment, Cryotherapy For Plantar Warts, SWIFT Microwave Wart Therapy, Resources, Ankle-Foot Orthoses, Richie Brace, Altra, Archies, OST1st Running Socks, Propet, ECCO, Ziera, Saucony, Revere, Anodyne, Birkenstock"
My FootDr Allsports Podiatry Camp Hill,"448 Old Cleveland Road, Camp Hill, QLD, 4152",camphill@allsportspodiatry.com.au,07 3395 3777,"Services &#038; Advice, Our Services, Bracenfix™ - Ingrown Toenail Treatment, Surgical Podiatry, Supramalleolar Orthotics (SMOs), Clinical Podiatry, Health Funds, Custom Foot Orthotics, Video Gait Analysis, Fungal Nail Infection Laser Treatment, Diabetes and Footcare, Custom Footwear, National Disability Insurance Scheme (NDIS), CAM Walker (Moon Boot), Cam Walker - (Moon Boot), Seniors Footcare, Custom Cricket Shoes, Cosmetic Nail Restoration, Shockwave Therapy, Footwear, Cobra9 Cycling Orthotics, Paraffin Wax Bath Treatment, Cryotherapy For Plantar Warts, SWIFT Microwave Wart Therapy, Resources, Ankle-Foot Orthoses, Richie Brace, Altra, Archies, OST1st Running Socks, Propet, ECCO, Ziera, Saucony, Revere, Anodyne, Birkenstock, November 12, 2015, Read more &raquo;, February 1, 2022, September 28, 2018, January 9, 2020, September 12, 2018, June 21, 2016, Diabetic footcare, National Disability Insurance Scheme, National Disability Insurance Scheme Ndis, Cam Walker Moon Boot"
My FootDr Allsports Podiatry Kangaroo Point,"Level 2, Suite 5, 22 Baildon Street, Kangaroo Point, QLD, 4169",kangaroopoint@allsportspodiatry.com.au,07 3392 3020,"Services &#038; Advice, Our Services, Bracenfix™ - Ingrown Toenail Treatment, Surgical Podiatry, Supramalleolar Orthotics (SMOs), Clinical Podiatry, Health Funds, Custom Foot Orthotics, Video Gait Analysis, Fungal Nail Infection Laser Treatment, Diabetes and Footcare, Custom Footwear, National Disability Insurance Scheme (NDIS), CAM Walker (Moon Boot), Cam Walker - (Moon Boot), Seniors Footcare, Custom Cricket Shoes, Cosmetic Nail Restoration, Shockwave Therapy, Footwear, Cobra9 Cycling Orthotics, Paraffin Wax Bath Treatment, Cryotherapy For Plantar Warts, SWIFT Microwave Wart Therapy, Resources, Ankle-Foot Orthoses, Richie Brace, Altra, Archies, OST1st Running Socks, Propet, ECCO, Ziera, Saucony, Revere, Anodyne, Birkenstock, November 12, 2015, Read more &raquo;, February 1, 2022, September 28, 2018, January 9, 2020, June 21, 2016, Diabetic footcare, National Disability Insurance Scheme, National Disability Insurance Scheme Ndis, Cam Walker Moon Boot"
My FootDr Allsports Podiatry Red Hill,"The Red Hill Centre, 11/152 Musgrave Road, Red Hill, QLD, 4059",redhill@allsportspodiatry.com.au,07 3217 5955,"Services &#038; Advice, Our Services, Bracenfix™ - Ingrown Toenail Treatment, Surgical Podiatry, Supramalleolar Orthotics (SMOs), Clinical Podiatry, Health Funds, Custom Foot Orthotics, Video Gait Analysis, Fungal Nail Infection Laser Treatment, Diabetes and Footcare, Custom Footwear, National Disability Insurance Scheme (NDIS), CAM Walker (Moon Boot), Cam Walker - (Moon Boot), Seniors Footcare, Custom Cricket Shoes, Cosmetic Nail Restoration, Shockwave Therapy, Footwear, Cobra9 Cycling Orthotics, Paraffin Wax Bath Treatment, Cryotherapy For Plantar Warts, SWIFT Microwave Wart Therapy, Resources, Ankle-Foot Orthoses, Richie Brace, Altra, Archies, OST1st Running Socks, Propet, ECCO, Ziera, Saucony, Revere, Anodyne, Birkenstock, November 12, 2015, Read more &raquo;, February 1, 2022, September 28, 2018, January 9, 2020, June 21, 2016, Video Gait Assessment, 3D Printed Orthotics, National Disability Insurance Scheme Ndis, Cam Walker Moon Boot"
My FootDr Brookside,"Brookside Shopping Centre, Shop 118, 159 Osborne Rd, Mitchelton, QLD, 4053",brookside@myfootdr.com.au,07 3355 1256,"Services &#038; Advice, Our Services, Bracenfix™ - Ingrown Toenail Treatment, Surgical Podiatry, Supramalleolar Orthotics (SMOs), Clinical Podiatry, Health Funds, Custom Foot Orthotics, Video Gait Analysis, Fungal Nail Infection Laser Treatment, Diabetes and Footcare, Custom Footwear, National Disability Insurance Scheme (NDIS), CAM Walker (Moon Boot), Cam Walker - (Moon Boot), Seniors Footcare, Custom Cricket Shoes, Cosmetic Nail Restoration, Shockwave Therapy, Footwear, Cobra9 Cycling Orthotics, Paraffin Wax Bath Treatment, Cryotherapy For Plantar Warts, SWIFT Microwave Wart Therapy, Resources, Ankle-Foot Orthoses, Richie Brace, Altra, Archies, OST1st Running Socks, Propet, ECCO, Ziera, Saucony, Revere, Anodyne, Birkenstock, November 12, 2015, Read more &raquo;, February 1, 2022, September 28, 2018, January 9, 2020, March 31, 2017, June 21, 2016, custom-foot orthotics, laser therapy, October 13, 2017, Birkenstock Footwear, July 30, 2018, Revere Footwear, Saucony Footwear, Ziera Footwear, National Disability Insurance Scheme Ndis, Cam Walker Moon Boot"
My FootDr Devonport,"26 William St, Devonport, TAS, 7310",devonport@myfootdr.com.au,03 6424 8182,"Services &#038; Advice, Our Services, Bracenfix™ - Ingrown Toenail Treatment, Surgical Podiatry, Supramalleolar Orthotics (SMOs), Clinical Podiatry, Health Funds, Custom Foot Orthotics, Video Gait Analysis, Fungal Nail Infection Laser Treatment, Diabetes and Footcare, Custom Footwear, National Disability Insurance Scheme (NDIS), CAM Walker (Moon Boot), Cam Walker - (Moon Boot), Seniors Footcare, Custom Cricket Shoes, Cosmetic Nail Restoration, Shockwave Therapy, Footwear, Cobra9 Cycling Orthotics, Paraffin Wax Bath Treatment, Cryotherapy For Plantar Warts, SWIFT Microwave Wart Therapy, Resources, Ankle-Foot Orthoses, Richie Brace, Altra, Archies, OST1st Running Socks, Propet, ECCO, Ziera, Saucony, Revere, Anodyne, Birkenstock, November 12, 2015, Read more &raquo;, February 1, 2022, September 28, 2018, January 9, 2020, March 11, 2016, June 21, 2016, Diabetic footcare, National Disability Insurance Scheme, July 30, 2018, Revere Footwear, National Disability Insurance Scheme Ndis, Cam Walker Moon Boot"
My FootDr Indooroopilly,"56B Coonan Street, Indooroopilly, QLD, 4068",indooroopilly@myfootdr.com.au,07 3720 6200,"Services &#038; Advice, Our Services, Bracenfix™ - Ingrown Toenail Treatment, Surgical Podiatry, Supramalleolar Orthotics (SMOs), Clinical Podiatry, Health Funds, Custom Foot Orthotics, Video Gait Analysis, Fungal Nail Infection Laser Treatment, Diabetes and Footcare, Custom Footwear, National Disability Insurance Scheme (NDIS), CAM Walker (Moon Boot), Cam Walker - (Moon Boot), Seniors Footcare, Custom Cricket Shoes, Cosmetic Nail Restoration, Shockwave Therapy, Footwear, Cobra9 Cycling Orthotics, Paraffin Wax Bath Treatment, Cryotherapy For Plantar Warts, SWIFT Microwave Wart Therapy, Resources, Ankle-Foot Orthoses, Richie Brace, Altra, Archies, OST1st Running Socks, Propet, ECCO, Ziera, Saucony, Revere, Anodyne, Birkenstock, November 12, 2015, Read more &raquo;, February 1, 2022, September 28, 2018, January 9, 2020, March 31, 2017, June 21, 2016, Diabetic footcare, National Disability Insurance Scheme, October 13, 2017, Anodyne Footwear, July 30, 2018, Revere Footwear, National Disability Insurance Scheme Ndis, Cam Walker Moon Boot"
My FootDr Ispahan,"315 Macquarie Street, Hobart, TAS, 7000",ispahan@myfootdr.com.au,03 6224 3555,"Services &#038; Advice, Our Services, Bracenfix™ - Ingrown Toenail Treatment, Surgical Podiatry, Supramalleolar Orthotics (SMOs), Clinical Podiatry, Health Funds, Custom Foot Orthotics, Video Gait Analysis, Fungal Nail Infection Laser Treatment, Diabetes and Footcare, Custom Footwear, National Disability Insurance Scheme (NDIS), CAM Walker (Moon Boot), Cam Walker - (Moon Boot), Seniors Footcare, Custom Cricket Shoes, Cosmetic Nail Restoration, Shockwave Therapy, Footwear, Cobra9 Cycling Orthotics, Paraffin Wax Bath Treatment, Cryotherapy For Plantar Warts, SWIFT Microwave Wart Therapy, Resources, Ankle-Foot Orthoses, Richie Brace, Altra, Archies, OST1st Running Socks, Propet, ECCO, Ziera, Saucony, Revere, Anodyne, Birkenstock, November 12, 2015, Read more &raquo;, February 1, 2022, September 28, 2018, January 9, 2020, March 11, 2016, June 21, 2016, July 30, 2018, Revere Footwear, National Disability Insurance Scheme Ndis, Cam Walker Moon Boot"
My FootDr Jindalee,"Allsports Physiotherapy, Shop 28, 34 Goggs Road, Jindalee, QLD, 4074",jindalee@myfootdr.com.au,07 3279 3752,"Services &#038; Advice, Our Services, Bracenfix™ - Ingrown Toenail Treatment, Surgical Podiatry, Supramalleolar Orthotics (SMOs), Clinical Podiatry, Health Funds, Custom Foot Orthotics, Video Gait Analysis, Fungal Nail Infection Laser Treatment, Diabetes and Footcare, Custom Footwear, National Disability Insurance Scheme (NDIS), CAM Walker (Moon Boot), Cam Walker - (Moon Boot), Seniors Footcare, Custom Cricket Shoes, Cosmetic Nail Restoration, Shockwave Therapy, Footwear, Cobra9 Cycling Orthotics, Paraffin Wax Bath Treatment, Cryotherapy For Plantar Warts, SWIFT Microwave Wart Therapy, Resources, Ankle-Foot Orthoses, Richie Brace, Altra, Archies, OST1st Running Socks, Propet, ECCO, Ziera, Saucony, Revere, Anodyne, Birkenstock, November 12, 2015, Read more &raquo;, February 1, 2022, September 28, 2018, January 9, 2020, June 21, 2016, Diabetic footcare, National Disability Insurance Scheme, National Disability Insurance Scheme Ndis, Cam Walker Moon Boot"
My FootDr Stafford,"Shop 93A Stafford City Shopping Centre, 400 Stafford Rd, Stafford, QLD, 4053",stafford@myfootdr.com.au,07 3513 4000,"Services &#038; Advice, Our Services, Bracenfix™ - Ingrown Toenail Treatment, Surgical Podiatry, Supramalleolar Orthotics (SMOs), Clinical Podiatry, Health Funds, Custom Foot Orthotics, Video Gait Analysis, Fungal Nail Infection Laser Treatment, Diabetes and Footcare, Custom Footwear, National Disability Insurance Scheme (NDIS), CAM Walker (Moon Boot), Cam Walker - (Moon Boot), Seniors Footcare, Custom Cricket Shoes, Cosmetic Nail Restoration, Shockwave Therapy, Footwear, Cobra9 Cycling Orthotics, Paraffin Wax Bath Treatment, Cryotherapy For Plantar Warts, SWIFT Microwave Wart Therapy, Resources, Ankle-Foot Orthoses, Richie Brace, Altra, Archies, OST1st Running Socks, Propet, ECCO, Ziera, Saucony, Revere, Anodyne, Birkenstock, November 12, 2015, Read more &raquo;, February 1, 2022, September 28, 2018, January 9, 2020, March 31, 2017, June 21, 2016, March 11, 2016, video gait analysis equipment, diabetic, July 30, 2018, Revere Footwear, National Disability Insurance Scheme Ndis, Cam Walker Moon Boot"
